Round,a\b,G,C,P
,C,7,8,57
,P,8,3,3

Round 1275
,G,1,7,2
,C,14,10,47
,P,5,13,1

Round 1276
,G,0,1,1
,C,4,15,64
,P,7,4,4

Round 1277
,G,0,2,1
,C,2,13,68
,P,10,2,2

Round 1278
,G,0,0,1
,C,1,15,70
,P,10,1,2

Round 1279
,G,0,9,3
,C,7,12,53
,P,6,3,7

Round 1280
,G,0,4,4
,C,7,23,51
,P,5,5,1

Round 1281
,G,0,14,3
,C,5,12,59
,P,6,1,0

Round 1282
,G,4,15,7
,C,15,17,33
,P,1,8,0

Round 1283
,G,3,8,4
,C,17,15,48
,P,1,4,0

Round 1284
,G,7,8,1
,C,27,29,21
,P,2,4,1

Round 1285
,G,6,18,8
,C,21,19,12
,P,5,9,2

Round 1286
,G,1,1,4
,C,15,16,58
,P,1,3,1

Round 1287
,G,2,5,5
,C,16,17,47
,P,0,3,5

Round 1288
,G,1,2,3
,C,15,17,56
,P,1,3,2

Round 1289
,G,0,6,2
,C,11,24,49
,P,7,0,1

Round 1290
,G,1,13,1
,C,18,30,24
,P,12,1,0

Round 1291
,G,8,11,2
,C,16,14,33
,P,4,8,4

Round 1292
,G,6,10,3
,C,19,15,31
,P,4,9,3

Round 1293
,G,9,16,4
,C,14,13,25
,P,6,12,1

Round 1294
,G,3,8,18
,C,19,9,33
,P,5,5,0

Round 1295
,G,7,12,4
,C,14,19,29
,P,4,10,1

Round 1296
,G,3,13,3
,C,15,20,34
,P,1,9,2

Round 1297
,G,4,7,1
,C,20,19,36
,P,2,9,2

Round 1298
,G,0,8,4
,C,15,18,45
,P,4,5,1

Round 1299
,G,6,7,6
,C,19,25,28
,P,3,4,2

Round 1300
,G,7,10,1
,C,17,23,30
,P,3,9,0

Round 1301
,G,10,6,3
,C,21,30,26
,P,1,3,0

Round 1302
,G,6,12,6
,C,18,15,25
,P,7,8,3

Round 1303
,G,0,18,1
,C,18,9,54
,P,0,0,0

Round 1304
,G,12,11,8
,C,23,8,10
,P,8,18,2

Round 1305
,G,2,16,4
,C,17,20,24
,P,8,8,1

Round 1306
,G,13,4,7
,C,22,9,0
,P,13,31,1

Round 1307
,G,17,0,9
,C,17,0,0
,P,16,40,1

Round 1308
,G,20,2,6
,C,20,4,5
,P,6,35,2

Round 1309
,G,15,5,4
,C,23,7,18
,P,4,24,0

Round 1310
,G,0,8,7
,C,17,20,42
,P,2,4,0

Round 1311
,G,2,12,9
,C,16,17,29
,P,7,8,0

Round 1312
,G,1,15,4
,C,17,26,20
,P,15,2,0

Round 1313
,G,4,12,6
,C,22,21,13
,P,11,10,1

Round 1314
,G,7,8,11
,C,18,5,13
,P,13,20,5

Round 1315
,G,9,7,14
,C,18,3,12
,P,13,19,5

Round 1316
,G,13,4,12
,C,15,1,6
,P,17,32,0

Round 1317
,G,6,10,7
,C,19,24,10
,P,12,12,0

Round 1318
,G,6,9,4
,C,22,20,15
,P,8,13,3

Round 1319
,G,5,10,12
,C,24,7,14
,P,12,13,3

Round 1320
,G,4,15,1
,C,21,13,42
,P,3,1,0

Round 1321
,G,1,4,7
,C,13,16,48
,P,5,3,3

Round 1322
,G,5,0,19
,C,19,0,7
,P,17,27,6

Round 1323
,G,6,6,16
,C,17,8,15
,P,12,18,2

Round 1324
,G,7,8,10
,C,19,16,22
,P,10,6,2

Round 1325
,G,7,8,6
,C,15,14,23
,P,8,7,12

Round 1326
,G,14,7,10
,C,10,8,14
,P,13,15,9

Round 1327
,G,12,7,7
,C,25,16,14
,P,5,12,2

Round 1328
,G,11,0,11
,C,21,22,18
,P,5,11,1

Round 1329
,G,8,10,15
,C,16,11,13
,P,10,14,3

Round 1330
,G,7,10,9
,C,20,20,13
,P,9,12,0

Round 1331
,G,13,13,11
,C,12,1,15
,P,15,13,7

Round 1332
,G,7,10,14
,C,7,10,26
,P,8,16,2

Round 1333
,G,1,1,3
,C,19,34,38
,P,1,3,0

Round 1334
,G,9,10,10
,C,11,1,7
,P,23,25,4

Round 1335
,G,8,13,8
,C,15,3,14
,P,19,15,5

Round 1336
,G,9,9,7
,C,17,11,17
,P,12,16,2

Round 1337
,G,7,8,14
,C,13,6,23
,P,13,14,2

Round 1338
,G,0,2,18
,C,16,2,43
,P,3,12,4

Round 1339
,G,4,6,23
,C,11,4,25
,P,10,4,13

Round 1340
,G,1,17,14
,C,9,6,35
,P,8,8,2

Round 1341
,G,0,8,23
,C,14,1,21
,P,8,25,0

Round 1342
,G,7,15,11
,C,14,10,11
,P,9,20,3

Round 1343
,G,1,6,7
,C,18,17,38
,P,4,9,0

Round 1344
,G,11,8,6
,C,19,16,18
,P,11,10,1

Round 1345
,G,6,16,13
,C,14,4,12
,P,16,17,2

Round 1346
,G,5,11,12
,C,17,22,6
,P,9,17,1

Round 1347
,G,7,18,6
,C,15,15,5
,P,12,20,2

Round 1348
,G,7,20,3
,C,20,10,14
,P,12,12,2

Round 1349
,G,8,14,7
,C,19,14,13
,P,9,16,0

Round 1350
,G,4,12,9
,C,18,12,13
,P,13,19,0

Round 1351
,G,8,7,16
,C,12,10,10
,P,13,24,0

Round 1352
,G,3,9,14
,C,15,10,15
,P,11,20,3

Round 1353
,G,4,15,11
,C,18,10,15
,P,8,17,2

Round 1354
,G,6,7,14
,C,14,11,21
,P,6,20,1

Round 1355
,G,1,16,12
,C,9,10,33
,P,8,9,2

Round 1356
,G,0,13,20
,C,15,3,21
,P,13,14,1

Round 1357
,G,14,15,9
,C,11,9,12
,P,17,12,1

Round 1358
,G,5,13,9
,C,14,12,22
,P,10,15,0

Round 1359
,G,5,15,9
,C,12,15,12
,P,14,15,3

Round 1360
,G,9,6,14
,C,12,11,10
,P,12,24,2

Round 1361
,G,8,11,13
,C,12,12,12
,P,12,17,3

Round 1362
,G,6,7,5
,C,15,12,34
,P,7,11,3

Round 1363
,G,0,0,1
,C,20,19,59
,P,0,1,0

Round 1364
,G,0,4,1
,C,20,20,54
,P,0,1,0

Round 1365
,G,0,4,5
,C,18,16,48
,P,3,4,2

Round 1366
,G,2,8,12
,C,12,6,37
,P,7,16,0

Round 1367
,G,3,3,9
,C,12,8,28
,P,12,13,12

Round 1368
,G,4,16,4
,C,11,23,30
,P,4,7,1

Round 1369
,G,4,16,4
,C,10,35,18
,P,4,7,2

Round 1370
,G,3,12,5
,C,14,17,23
,P,9,15,2

Round 1371
,G,8,21,9
,C,13,16,26
,P,0,7,0

Round 1372
,G,3,16,14
,C,12,12,26
,P,3,14,0

Round 1373
,G,2,13,8
,C,9,13,40
,P,7,8,0

Round 1374
,G,1,6,3
,C,16,17,48
,P,2,5,2

Round 1375
,G,2,13,17
,C,12,4,14
,P,11,25,2

Round 1376
,G,6,11,8
,C,12,18,31
,P,3,11,0

Round 1377
,G,1,13,9
,C,15,6,30
,P,6,19,1

Round 1378
,G,2,6,4
,C,17,19,45
,P,2,5,0

Round 1379
,G,0,16,14
,C,14,4,6
,P,12,34,0

Round 1380
,G,1,16,14
,C,14,9,3
,P,11,31,1

Round 1381
,G,1,5,9
,C,10,18,33
,P,7,16,1

Round 1382
,G,8,5,15
,C,30,8,6
,P,13,7,8

Round 1383
,G,16,6,10
,C,16,3,7
,P,15,20,7

Round 1384
,G,15,8,8
,C,15,6,13
,P,14,15,6

Round 1385
,G,8,11,12
,C,17,5,19
,P,11,12,5

Round 1386
,G,18,11,6
,C,14,7,17
,P,13,12,2

Round 1387
,G,11,11,9
,C,14,7,13
,P,17,13,5

Round 1388
,G,10,8,11
,C,14,4,17
,P,17,15,4

Round 1389
,G,7,6,20
,C,11,2,20
,P,23,10,1

Round 1390
,G,11,4,13
,C,15,1,8
,P,29,15,4

Round 1391
,G,8,8,15
,C,16,2,15
,P,21,12,3

Round 1392
,G,15,7,11
,C,9,2,20
,P,20,13,3

Round 1393
,G,13,5,9
,C,12,5,20
,P,18,14,4

Round 1394
,G,11,8,11
,C,15,6,17
,P,16,12,4

Round 1395
,G,7,8,16
,C,12,2,23
,P,18,11,3

Round 1396
,G,11,7,11
,C,13,7,22
,P,14,9,6

Round 1397
,G,7,10,12
,C,13,6,18
,P,16,11,7

Round 1398
,G,11,6,15
,C,17,0,20
,P,17,13,1

Round 1399
,G,5,8,9
,C,24,2,24
,P,14,10,4

Round 1400
,G,5,5,5
,C,16,16,33
,P,9,9,2

